Rooms,Suburb,Address,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
2,Glen Iris,10/13 Myrniong St,u,585000.0,SP,Marshall,10/12/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.8523,145.0936,Southern Metropolitan,10412.0
3,Glen Iris,15 Pascoe St,h,1275000.0,VB,Tim,10/12/2016,9.2,3146.0,3.0,2.0,2.0,669.0,,,Boroondara,-37.8596,145.0871,Southern Metropolitan,10412.0
1,Glen Iris,1/39 Scott Gr,u,452000.0,S,RT,10/12/2016,9.2,3146.0,1.0,1.0,1.0,63.0,52.0,1980.0,Stonnington,-37.8552,145.05,Southern Metropolitan,10412.0
3,Glen Iris,1/33 Yeovil Rd,t,1625000.0,S,Jellis,10/12/2016,9.2,3146.0,3.0,2.0,2.0,365.0,,,Boroondara,-37.8526,145.0853,Southern Metropolitan,10412.0
4,Glen Iris,22 Aintree Rd,h,1800000.0,SP,Marshall,12/11/2016,9.2,3146.0,4.0,3.0,2.0,743.0,,,Stonnington,-37.8566,145.0439,Southern Metropolitan,10412.0
3,Glen Iris,56 Brandon St,h,1820000.0,S,Jellis,12/11/2016,9.2,3146.0,3.0,1.0,3.0,650.0,136.0,1930.0,Boroondara,-37.8571,145.0766,Southern Metropolitan,10412.0
1,Glen Iris,1/6 Edgar St,u,291000.0,PI,hockingstuart,12/11/2016,9.2,3146.0,1.0,1.0,1.0,1097.0,38.0,1982.0,Stonnington,-37.8576,145.0452,Southern Metropolitan,10412.0
2,Glen Iris,1/146 Glen Iris Rd,u,710000.0,VB,Jellis,12/11/2016,9.2,3146.0,2.0,1.0,2.0,123.0,,,Boroondara,-37.8567,145.0666,Southern Metropolitan,10412.0
4,Glen Iris,20 Howitt St,h,2376000.0,S,Jellis,12/11/2016,9.2,3146.0,4.0,2.0,2.0,652.0,230.0,1925.0,Boroondara,-37.8479,145.0557,Southern Metropolitan,10412.0
2,Glen Iris,115 Tooronga Rd,h,1020000.0,SP,Jellis,12/11/2016,9.2,3146.0,2.0,1.0,0.0,251.0,,1910.0,Stonnington,-37.8627,145.0402,Southern Metropolitan,10412.0
3,Glen Iris,22 Wills St,h,1456000.0,SP,Jellis,12/11/2016,9.2,3146.0,3.0,1.0,2.0,504.0,142.0,1920.0,Stonnington,-37.8541,145.0544,Southern Metropolitan,10412.0
3,Glen Iris,20 Howie St,h,1875000.0,S,Marshall,13/08/2016,9.2,3146.0,3.0,2.0,3.0,607.0,,,Boroondara,-37.8534,145.0735,Southern Metropolitan,10412.0
3,Glen Iris,294 Tooronga Rd,h,1430000.0,S,Marshall,13/08/2016,9.2,3146.0,3.0,3.0,2.0,385.0,255.0,,Boroondara,-37.8524,145.0425,Southern Metropolitan,10412.0
6,Glen Iris,20 Charles St,h,2300000.0,S,Fletchers,14/05/2016,9.2,3146.0,6.0,2.0,2.0,0.0,,,Boroondara,-37.8519,145.091,Southern Metropolitan,10412.0
1,Glen Iris,11/63 Edgar St N,t,345000.0,PI,Jellis,14/05/2016,9.2,3146.0,1.0,1.0,1.0,745.0,44.0,1970.0,Stonnington,-37.8505,145.0459,Southern Metropolitan,10412.0
5,Glen Iris,16 Flowerdale Rd,h,2000000.0,PI,Marshall,14/05/2016,9.2,3146.0,5.0,3.0,1.0,696.0,248.0,1920.0,Boroondara,-37.8563,145.0709,Southern Metropolitan,10412.0
4,Glen Iris,130 High St,h,1550000.0,PI,Jellis,14/05/2016,9.2,3146.0,4.0,0.0,0.0,769.0,,,Boroondara,-37.8628,145.0734,Southern Metropolitan,10412.0
3,Glen Iris,11 Kenilworth Gr,h,1625000.0,S,Jellis,14/05/2016,9.2,3146.0,4.0,2.0,4.0,1005.0,,1980.0,Stonnington,-37.8528,145.0487,Southern Metropolitan,10412.0
2,Glen Iris,2/14 Nash St,u,480000.0,SP,Jellis,14/05/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8559,145.049,Southern Metropolitan,10412.0
2,Glen Iris,10 Bardolph St,t,585000.0,S,Jellis,15/10/2016,9.2,3146.0,2.0,1.0,1.0,84.0,84.0,1960.0,Boroondara,-37.8517,145.0796,Southern Metropolitan,10412.0
5,Glen Iris,2 Celia St,h,1960000.0,PI,Gary,15/10/2016,9.2,3146.0,5.0,3.0,2.0,650.0,,1940.0,Boroondara,-37.8534,145.0785,Southern Metropolitan,10412.0
4,Glen Iris,67 Celia St,h,1700000.0,PI,Fletchers,15/10/2016,9.2,3146.0,4.0,3.0,1.0,650.0,266.0,1946.0,Boroondara,-37.8581,145.078,Southern Metropolitan,10412.0
2,Glen Iris,8/18 Edgar St,u,680000.0,S,hockingstuart,15/10/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8566,145.0454,Southern Metropolitan,10412.0
3,Glen Iris,1/15 Scott Gr,t,1220000.0,S,Jellis,15/10/2016,9.2,3146.0,3.0,2.0,2.0,278.0,,1999.0,Stonnington,-37.8574,145.0496,Southern Metropolitan,10412.0
3,Glen Iris,2/67 Staughton Rd,h,1375000.0,S,Marshall,15/10/2016,9.2,3146.0,3.0,2.0,2.0,328.0,176.0,1990.0,Boroondara,-37.8529,145.0605,Southern Metropolitan,10412.0
2,Glen Iris,56 Wills St,h,920000.0,S,Fletchers,15/10/2016,9.2,3146.0,2.0,1.0,2.0,334.0,115.0,1930.0,Stonnington,-37.8577,145.0576,Southern Metropolitan,10412.0
2,Glen Iris,1/38 Edgar St,u,382000.0,SP,hockingstuart,16/07/2016,9.2,3146.0,2.0,1.0,1.0,1069.0,33.0,1960.0,Stonnington,-37.8547,145.0457,Southern Metropolitan,10412.0
2,Glen Iris,1/64 Edgar St N,u,545000.0,S,Fletchers,16/07/2016,9.2,3146.0,3.0,0.0,0.0,0.0,,,Stonnington,-37.85,145.0465,Southern Metropolitan,10412.0
4,Glen Iris,1/8 Estella St,t,1350000.0,VB,Woodards,16/07/2016,9.2,3146.0,3.0,2.0,2.0,342.0,,,Boroondara,-37.8622,145.0634,Southern Metropolitan,10412.0
2,Glen Iris,1597 Malvern Rd,h,1280000.0,S,Noel,16/07/2016,9.2,3146.0,2.0,1.0,1.0,412.0,123.0,1950.0,Stonnington,-37.8541,145.05100000000004,Southern Metropolitan,10412.0
3,Glen Iris,27 Celia St,h,1825000.0,S,Fletchers,17/09/2016,9.2,3146.0,3.0,1.0,2.0,652.0,,,Boroondara,-37.8552,145.0785,Southern Metropolitan,10412.0
5,Glen Iris,116 High St,h,2825000.0,PI,Jellis,17/09/2016,9.2,3146.0,5.0,4.0,4.0,802.0,206.0,2013.0,Boroondara,-37.8627,145.0719,Southern Metropolitan,10412.0
3,Glen Iris,1 Maitland St,h,2825000.0,S,Jellis,17/09/2016,9.2,3146.0,4.0,2.0,4.0,885.0,217.0,1910.0,Stonnington,-37.8577,145.0421,Southern Metropolitan,10412.0
4,Glen Iris,27 Sunhill Rd,h,1825000.0,S,RT,17/09/2016,9.2,3146.0,3.0,3.0,2.0,366.0,26.0,1999.0,Boroondara,-37.8503,145.0586,Southern Metropolitan,10412.0
1,Glen Iris,6/219 Burke Rd,u,328000.0,S,Jellis,18/03/2017,9.2,3146.0,1.0,1.0,0.0,0.0,,,Boroondara,-37.8588,145.0512,Southern Metropolitan,10412.0
4,Glen Iris,8 Morell St,h,2016000.0,S,Jellis,18/03/2017,9.2,3146.0,4.0,2.0,3.0,733.0,,,Boroondara,-37.8561,145.0864,Southern Metropolitan,10412.0
5,Glen Iris,33 Rosedale Rd,h,3085000.0,S,Marshall,18/03/2017,9.2,3146.0,5.0,3.0,3.0,778.0,326.0,2000.0,Boroondara,-37.8582,145.0715,Southern Metropolitan,10412.0
3,Glen Iris,33A Scott Gr,h,1710000.0,S,Noel,18/03/2017,9.2,3146.0,3.0,1.0,3.0,557.0,,,Stonnington,-37.8556,145.0499,Southern Metropolitan,10412.0
3,Glen Iris,23 Somerset Rd,h,1770000.0,SP,Noel,18/03/2017,9.2,3146.0,3.0,1.0,3.0,603.0,,,Boroondara,-37.8503,145.0754,Southern Metropolitan,10412.0
3,Glen Iris,10 Yeovil Rd,h,1765000.0,S,Philip,18/03/2017,9.2,3146.0,3.0,1.0,2.0,650.0,,,Boroondara,-37.8505,145.0852,Southern Metropolitan,10412.0
2,Glen Iris,5/138 Milton Pde,u,511000.0,S,Marshall,18/06/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8517,145.0459,Southern Metropolitan,10412.0
3,Glen Iris,14 Rosedale Rd,h,2000000.0,PI,Jellis,18/06/2016,9.2,3146.0,2.0,1.0,2.0,821.0,,,Boroondara,-37.8581,145.0685,Southern Metropolitan,10412.0
2,Glen Iris,17 Rosedale Rd,h,1600000.0,PI,Noel,18/06/2016,9.2,3146.0,2.0,2.0,2.0,718.0,184.0,1950.0,Boroondara,-37.858000000000004,145.0696,Southern Metropolitan,10412.0
3,Glen Iris,20 Ruskin Rd,h,1880000.0,S,RT,18/06/2016,9.2,3146.0,3.0,2.0,2.0,668.0,,1920.0,Boroondara,-37.8489,145.0711,Southern Metropolitan,10412.0
5,Glen Iris,3 Florence St,h,2352500.0,PI,Marshall,19/11/2016,9.2,3146.0,5.0,3.0,2.0,642.0,336.0,1930.0,Boroondara,-37.859,145.0656,Southern Metropolitan,10412.0
5,Glen Iris,23 Flowerdale Rd,h,3860000.0,S,Marshall,19/11/2016,9.2,3146.0,5.0,4.0,2.0,830.0,520.0,2009.0,Boroondara,-37.8563,145.072,Southern Metropolitan,10412.0
4,Glen Iris,31 Gardiner Pde,h,2625000.0,PI,Marshall,19/11/2016,9.2,3146.0,4.0,3.0,2.0,840.0,326.0,1930.0,Boroondara,-37.8538,145.0641,Southern Metropolitan,10412.0
2,Glen Iris,5/1679 Malvern Rd,u,856500.0,S,Marshall,19/11/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,1960.0,Stonnington,-37.8566,145.0553,Southern Metropolitan,10412.0
5,Glen Iris,2b York Rd,h,1650000.0,PI,Noel,22/05/2016,9.2,3146.0,5.0,2.0,2.0,400.0,,,Stonnington,-37.8572,145.0555,Southern Metropolitan,10412.0
2,Glen Iris,1/58 Edgar St N,t,600000.0,VB,Gary,22/08/2016,9.2,3146.0,2.0,1.0,1.0,0.0,1143.0,,Stonnington,-37.8506,145.0465,Southern Metropolitan,10412.0
2,Glen Iris,2/13 Estella St,u,690000.0,S,O'Donoghues,24/09/2016,9.2,3146.0,2.0,1.0,2.0,166.0,,,Boroondara,-37.863,145.0631,Southern Metropolitan,10412.0
3,Glen Iris,7 Hope St,t,1200000.0,VB,O'Donoghues,24/09/2016,9.2,3146.0,3.0,2.0,2.0,541.0,,,Stonnington,-37.8628,145.0486,Southern Metropolitan,10412.0
4,Glen Iris,15 Howitt St,h,3010000.0,S,Kay,24/09/2016,9.2,3146.0,3.0,3.0,2.0,677.0,,1910.0,Boroondara,-37.8476,145.0554,Southern Metropolitan,10412.0
2,Glen Iris,3/32 Iris Rd,u,785000.0,S,Jellis,24/09/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,,Boroondara,-37.8488,145.0573,Southern Metropolitan,10412.0
4,Glen Iris,98 Bath Rd,h,1950000.0,SP,Marshall,25/02/2017,9.2,3146.0,4.0,2.0,2.0,775.0,155.0,1960.0,Boroondara,-37.8561,145.0934,Southern Metropolitan,10412.0
3,Glen Iris,28 Ferndale Rd,h,2200000.0,S,Marshall,25/02/2017,9.2,3146.0,3.0,1.0,2.0,700.0,142.0,1930.0,Boroondara,-37.8553,145.0711,Southern Metropolitan,10412.0
3,Glen Iris,32 Howie St,h,1751000.0,S,Jellis,25/02/2017,9.2,3146.0,3.0,1.0,3.0,609.0,140.0,1930.0,Boroondara,-37.8542,145.0733,Southern Metropolitan,10412.0
4,Glen Iris,22 Kyarra Rd,h,1857000.0,S,Kay,25/02/2017,9.2,3146.0,4.0,2.0,3.0,548.0,205.0,1930.0,Stonnington,-37.8536,145.0547,Southern Metropolitan,10412.0
1,Glen Iris,14/1737 Malvern Rd,u,375000.0,PI,Noel,25/02/2017,9.2,3146.0,1.0,1.0,1.0,602.0,,,Stonnington,-37.8597,145.0571,Southern Metropolitan,10412.0
2,Glen Iris,4/15 Rix St,u,720000.0,VB,Jellis,25/02/2017,9.2,3146.0,2.0,1.0,2.0,0.0,74.0,1940.0,Boroondara,-37.8468,145.0515,Southern Metropolitan,10412.0
3,Glen Iris,8 Rix St,h,1500000.0,S,RT,25/02/2017,9.2,3146.0,3.0,1.0,3.0,401.0,107.0,1935.0,Boroondara,-37.8471,145.05100000000004,Southern Metropolitan,10412.0
4,Glen Iris,78 Valley Pde,h,2725000.0,S,Marshall,25/02/2017,9.2,3146.0,4.0,3.0,2.0,603.0,246.0,2007.0,Boroondara,-37.8521,145.0657,Southern Metropolitan,10412.0
2,Glen Iris,8 Hadley Ct,h,1723000.0,S,Jellis,26/07/2016,9.2,3146.0,2.0,1.0,1.0,553.0,,,Boroondara,-37.8464,145.0511,Southern Metropolitan,10412.0
2,Glen Iris,2/7 Maitland St,u,529500.0,S,hockingstuart,26/07/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8572,145.0423,Southern Metropolitan,10412.0
3,Glen Iris,1687 Malvern Rd,h,2800000.0,S,Greg,26/07/2016,9.2,3146.0,3.0,1.0,2.0,762.0,153.0,1930.0,Stonnington,-37.8575,145.0554,Southern Metropolitan,10412.0
3,Glen Iris,21 Beatrice St,h,1665000.0,S,hockingstuart,27/06/2016,9.2,3146.0,3.0,1.0,2.0,685.0,143.0,1941.0,Boroondara,-37.8538,145.0842,Southern Metropolitan,10412.0
2,Glen Iris,8/251 Burke Rd,u,600000.0,S,hockingstuart,27/06/2016,9.2,3146.0,2.0,1.0,1.0,0.0,80.0,1960.0,Stonnington,-37.8555,145.0518,Southern Metropolitan,10412.0
3,Glen Iris,60 Madeline St,h,1420000.0,S,Buxton,27/06/2016,9.2,3146.0,3.0,1.0,2.0,615.0,607.0,1940.0,Boroondara,-37.8578,145.0919,Southern Metropolitan,10412.0
3,Glen Iris,44A Beryl St,h,1550000.0,S,Jellis,27/11/2016,9.2,3146.0,3.0,2.0,2.0,307.0,,,Boroondara,-37.8531,145.086,Southern Metropolitan,10412.0
1,Glen Iris,3/1526 High St,u,420000.0,VB,Jellis,27/11/2016,9.2,3146.0,1.0,1.0,1.0,805.0,,2011.0,Boroondara,-37.8592,145.0484,Southern Metropolitan,10412.0
4,Glen Iris,53 Madeline St,h,1920000.0,S,Marshall,27/11/2016,9.2,3146.0,4.0,2.0,2.0,706.0,,,Boroondara,-37.8573,145.0904,Southern Metropolitan,10412.0
5,Glen Iris,21 Park Rd,h,2100000.0,S,Jellis,27/11/2016,9.2,3146.0,5.0,3.0,2.0,696.0,,1989.0,Boroondara,-37.8478,145.0566,Southern Metropolitan,10412.0
5,Glen Iris,14 Queens Pde,h,2410000.0,PI,Marshall,27/11/2016,9.2,3146.0,5.0,2.0,2.0,654.0,354.0,2015.0,Boroondara,-37.8515,145.0922,Southern Metropolitan,10412.0
4,Glen Iris,30 Valley Pde,h,2100000.0,PI,Marshall,27/11/2016,9.2,3146.0,4.0,2.0,2.0,645.0,216.0,1930.0,Boroondara,-37.8516,145.061,Southern Metropolitan,10412.0
4,Glen Iris,15 Yeovil Rd,h,2950000.0,S,Kay,27/11/2016,9.2,3146.0,4.0,2.0,2.0,1485.0,295.0,1966.0,Boroondara,-37.8509,145.0856,Southern Metropolitan,10412.0
2,Glen Iris,4/68 Edgar St N,u,390000.0,S,hockingstuart,28/05/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8497,145.0466,Southern Metropolitan,10412.0
5,Glen Iris,3 Fairview Gr,h,3365000.0,S,RT,28/05/2016,9.2,3146.0,5.0,2.0,2.0,1339.0,270.0,1925.0,Stonnington,-37.8649,145.0547,Southern Metropolitan,10412.0
4,Glen Iris,1 Rosedale Rd,h,1390000.0,S,Noel,28/05/2016,9.2,3146.0,3.0,2.0,3.0,397.0,,,Boroondara,-37.8578,145.06799999999996,Southern Metropolitan,10412.0
4,Glen Iris,59 Staughton Rd,h,1802000.0,S,J,28/05/2016,9.2,3146.0,4.0,3.0,2.0,394.0,,1980.0,Boroondara,-37.8523,145.0603,Southern Metropolitan,10412.0
3,Glen Iris,2 Bell St,h,1310000.0,S,Marshall,28/08/2016,9.2,3146.0,3.0,1.0,2.0,464.0,,,Boroondara,-37.8539,145.0702,Southern Metropolitan,10412.0
3,Glen Iris,24 Brandon St,h,1931000.0,S,Jellis,28/08/2016,9.2,3146.0,3.0,2.0,2.0,648.0,193.0,1975.0,Boroondara,-37.8547,145.0771,Southern Metropolitan,10412.0
4,Glen Iris,45 Rosedale Rd,h,2000000.0,PI,RT,28/08/2016,9.2,3146.0,3.0,2.0,4.0,401.0,,,Boroondara,-37.8583,145.0726,Southern Metropolitan,10412.0
2,Glen Iris,318 Tooronga Rd,h,1250000.0,S,Marshall,28/08/2016,9.2,3146.0,2.0,1.0,2.0,438.0,107.0,1910.0,Stonnington,-37.8511,145.0428,Southern Metropolitan,10412.0
5,Glen Iris,35 Adrian St,h,2400000.0,VB,Jellis,30/07/2016,9.2,3146.0,5.0,3.0,2.0,709.0,672.0,1930.0,Boroondara,-37.8529,145.0806,Southern Metropolitan,10412.0
2,Glen Iris,8/13 Glenvale Rd,u,460000.0,PI,hockingstuart,30/07/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8578,145.0537,Southern Metropolitan,10412.0
3,Glenroy,89 John St,h,610000.0,S,Ray,3/09/2016,13.0,3046.0,3.0,1.0,2.0,696.0,118.0,1960.0,Moreland,-37.6972,144.9431,Northern Metropolitan,8870.0
3,Glenroy,55 Daley St,h,610000.0,S,Walshe,3/12/2016,13.0,3046.0,3.0,1.0,3.0,640.0,144.0,1960.0,Moreland,-37.6979,144.9335,Northern Metropolitan,8870.0
3,Glenroy,2/74 Daley St,t,555000.0,SP,Stockdale,3/12/2016,13.0,3046.0,3.0,2.0,2.0,244.0,3.0,,Moreland,-37.6969,144.9299,Northern Metropolitan,8870.0
3,Glenroy,62 Farview St,h,500000.0,S,Nelson,3/12/2016,13.0,3046.0,3.0,1.0,1.0,336.0,,,Moreland,-37.7088,144.9356,Northern Metropolitan,8870.0
3,Glenroy,39 Morley St,h,806500.0,S,Barry,3/12/2016,13.0,3046.0,3.0,1.0,2.0,766.0,127.0,1965.0,Moreland,-37.6988,144.9372,Northern Metropolitan,8870.0
5,Glenroy,23 Wheatsheaf Rd,h,1150000.0,PI,Barry,3/12/2016,13.0,3046.0,5.0,3.0,2.0,700.0,,,Moreland,-37.7095,144.9253,Northern Metropolitan,8870.0
5,Glenroy,13 Acacia St,h,850000.0,PI,Barry,4/03/2017,13.0,3046.0,5.0,3.0,1.0,487.0,,,Moreland,-37.7088,144.92600000000004,Northern Metropolitan,8870.0
4,Glenroy,2 Roy St,h,550000.0,VB,Peter,4/03/2017,13.0,3046.0,4.0,2.0,1.0,683.0,138.0,2017.0,Moreland,-37.6964,144.9314,Northern Metropolitan,8870.0
3,Glenroy,42 Sadie St,h,822000.0,S,Stockdale,4/03/2017,13.0,3046.0,3.0,1.0,4.0,700.0,105.0,1950.0,Moreland,-37.6988,144.9438,Northern Metropolitan,8870.0
3,Glenroy,15 Stanley St,h,980000.0,SP,Brad,4/03/2017,13.0,3046.0,3.0,2.0,3.0,1029.0,136.0,1950.0,Moreland,-37.7115,144.9147,Northern Metropolitan,8870.0
3,Glenroy,123 Glenroy Rd,h,670000.0,S,Stockdale,6/08/2016,13.0,3046.0,3.0,1.0,1.0,652.0,,,Moreland,-37.7062,144.9261,Northern Metropolitan,8870.0
2,Glenroy,3/27 Harold St,u,430000.0,PI,Jason,6/08/2016,13.0,3046.0,2.0,1.0,1.0,164.0,100.0,2010.0,Moreland,-37.7072,144.9252,Northern Metropolitan,8870.0
2,Glenroy,45 Stanley St,h,852500.0,S,Barry,6/08/2016,13.0,3046.0,2.0,1.0,2.0,832.0,,,Moreland,-37.7126,144.9122,Northern Metropolitan,8870.0
4,Glenroy,46 Stanley St,h,1025000.0,S,Burnham,6/08/2016,13.0,3046.0,4.0,2.0,4.0,1011.0,,,Moreland,-37.711999999999996,144.9127,Northern Metropolitan,8870.0
2,Glenroy,1c Barwon St,h,540000.0,VB,Nelson,7/05/2016,13.0,3046.0,2.0,1.0,1.0,164.0,114.0,2010.0,Moreland,-37.7082,144.9178,Northern Metropolitan,8870.0
2,Glenroy,79 Glen St,h,530000.0,SP,Barry,7/11/2016,13.0,3046.0,2.0,1.0,2.0,643.0,,,Moreland,-37.6978,144.9276,Northern Metropolitan,8870.0
3,Glenroy,11 Caldwell St,h,721000.0,S,YPA,8/10/2016,13.0,3046.0,3.0,1.0,2.0,674.0,,1976.0,Moreland,-37.7102,144.9362,Northern Metropolitan,8870.0
3,Glenroy,1 Gordon Ct,h,737000.0,S,Stockdale,8/10/2016,13.0,3046.0,3.0,1.0,4.0,640.0,97.0,1950.0,Moreland,-37.6986,144.9243,Northern Metropolitan,8870.0
3,Glenroy,134 John St,h,575500.0,S,hockingstuart,8/10/2016,13.0,3046.0,3.0,1.0,1.0,701.0,,,Moreland,-37.6953,144.9397,Northern Metropolitan,8870.0
3,Glenroy,4 Lyons St,h,600000.0,S,Barry,8/10/2016,13.0,3046.0,3.0,1.0,2.0,702.0,,,Moreland,-37.6999,144.9387,Northern Metropolitan,8870.0
3,Glenroy,24a Morell St,h,460000.0,SP,Raine,8/10/2016,13.0,3046.0,3.0,2.0,2.0,224.0,3.0,1950.0,Moreland,-37.702,144.9507,Northern Metropolitan,8870.0
3,Glenroy,1/919 Pascoe Vale Rd,t,370000.0,PI,Walshe,8/10/2016,13.0,3046.0,3.0,2.0,1.0,259.0,,2003.0,Moreland,-37.6977,144.9149,Northern Metropolitan,8870.0
3,Glenroy,6 Cosmos St,h,691000.0,S,Stockdale,10/09/2016,13.0,3046.0,3.0,1.0,2.0,753.0,,,Moreland,-37.7065,144.9374,Northern Metropolitan,8870.0
3,Glenroy,62 Everard St,h,500000.0,S,Nelson,10/09/2016,13.0,3046.0,3.0,1.0,1.0,589.0,,,Moreland,-37.6993,144.9393,Northern Metropolitan,8870.0
3,Glenroy,3/28 Stanley St,t,545000.0,S,Barry,10/09/2016,13.0,3046.0,3.0,2.0,1.0,136.0,130.0,2014.0,Moreland,-37.7112,144.9142,Northern Metropolitan,8870.0
3,Glenroy,30 Bourchier St,h,670000.0,PI,Brad,10/12/2016,13.0,3046.0,3.0,1.0,4.0,734.0,140.0,1960.0,Moreland,-37.7007,144.9378,Northern Metropolitan,8870.0
3,Glenroy,44 Daley St,h,572000.0,S,Walshe,10/12/2016,13.0,3046.0,3.0,1.0,2.0,627.0,,,Moreland,-37.6974,144.9326,Northern Metropolitan,8870.0
4,Glenroy,6 Dromana St,h,702000.0,S,Eview,10/12/2016,13.0,3046.0,4.0,1.0,4.0,606.0,124.0,1956.0,Moreland,-37.7104,144.9088,Northern Metropolitan,8870.0
2,Glenroy,137 Glenroy Rd,h,730000.0,S,Barry,10/12/2016,13.0,3046.0,2.0,1.0,1.0,705.0,115.0,1950.0,Moreland,-37.705999999999996,144.9245,Northern Metropolitan,8870.0
3,Glenroy,24 Trevannion St,h,711500.0,S,Stockdale,10/12/2016,13.0,3046.0,3.0,1.0,3.0,667.0,81.0,1950.0,Moreland,-37.7005,144.9185,Northern Metropolitan,8870.0
3,Glenroy,1 Tudor St,h,820000.0,VB,Nelson,10/12/2016,13.0,3046.0,3.0,2.0,4.0,805.0,,,Moreland,-37.708,144.9211,Northern Metropolitan,8870.0
5,Glenroy,45 Cosmos St,h,810000.0,S,Stockdale,11/03/2017,13.0,3046.0,5.0,4.0,4.0,695.0,176.0,1950.0,Moreland,-37.7028,144.9377,Northern Metropolitan,8870.0
2,Glenroy,9/11 Currajong St,u,250000.0,SP,Barry,12/11/2016,13.0,3046.0,2.0,1.0,1.0,0.0,61.0,1970.0,Moreland,-37.711,144.9178,Northern Metropolitan,8870.0
3,Glenroy,1/1 Danae St,t,460000.0,S,Eview,12/11/2016,13.0,3046.0,3.0,1.0,1.0,325.0,106.0,1970.0,Moreland,-37.7001,144.9291,Northern Metropolitan,8870.0
3,Glenroy,24 Sadie St,h,793000.0,S,Eview,12/11/2016,13.0,3046.0,3.0,1.0,2.0,780.0,120.0,1960.0,Moreland,-37.7,144.9427,Northern Metropolitan,8870.0
2,Glenroy,7/89 Station Rd,u,340000.0,S,Nelson,12/11/2016,13.0,3046.0,2.0,1.0,1.0,0.0,74.0,1970.0,Moreland,-37.7071,144.9176,Northern Metropolitan,8870.0
3,Glenroy,57 View St,h,596000.0,S,Hodges,12/11/2016,13.0,3046.0,3.0,1.0,3.0,624.0,,,Moreland,-37.6967,144.9313,Northern Metropolitan,8870.0
3,Glenroy,149 Augustine Tce,h,447500.0,S,Melbourne,15/10/2016,13.0,3046.0,3.0,1.0,1.0,320.0,130.0,2000.0,Moreland,-37.6949,144.9122,Northern Metropolitan,8870.0
3,Glenroy,45 Fran St,h,588000.0,S,YPA,15/10/2016,13.0,3046.0,3.0,1.0,1.0,616.0,125.0,1960.0,Moreland,-37.7029,144.9053,Northern Metropolitan,8870.0
3,Glenroy,1/25 Morell St,h,420000.0,PI,Raine,15/10/2016,13.0,3046.0,3.0,1.0,2.0,0.0,96.0,1960.0,Moreland,-37.7025,144.9504,Northern Metropolitan,8870.0
2,Glenroy,2/22 Sadie St,u,410000.0,SP,Brad,15/10/2016,13.0,3046.0,2.0,1.0,2.0,200.0,81.0,2000.0,Moreland,-37.7002,144.9428,Northern Metropolitan,8870.0
3,Glenroy,44 Widford St,h,688000.0,S,Stockdale,15/10/2016,13.0,3046.0,3.0,1.0,4.0,700.0,,,Moreland,-37.7022,144.924,Northern Metropolitan,8870.0
3,Glenroy,57 Widford St,h,612500.0,S,Stockdale,15/10/2016,13.0,3046.0,3.0,2.0,3.0,635.0,,,Moreland,-37.7006,144.9239,Northern Metropolitan,8870.0
3,Glenroy,40 View St,h,525000.0,S,Brad,16/04/2016,13.0,3046.0,3.0,1.0,1.0,665.0,85.0,1950.0,Moreland,-37.6966,144.9331,Northern Metropolitan,8870.0
3,Glenroy,10 Anselm Gr,h,703000.0,S,Eview,17/09/2016,13.0,3046.0,3.0,1.0,4.0,704.0,102.0,1960.0,Moreland,-37.7021,144.9136,Northern Metropolitan,8870.0
4,Glenroy,1/112 Cardinal Rd,t,608000.0,S,Raine,17/09/2016,13.0,3046.0,3.0,2.0,1.0,252.0,150.0,2014.0,Moreland,-37.7006,144.9299,Northern Metropolitan,8870.0
5,Glenroy,55 Fran St,h,705000.0,PI,Barry,17/09/2016,13.0,3046.0,5.0,3.0,2.0,612.0,,1970.0,Moreland,-37.7022,144.9054,Northern Metropolitan,8870.0
2,Glenroy,6/2 Murrell St,u,320500.0,S,Nelson,17/09/2016,13.0,3046.0,2.0,1.0,1.0,3056.0,,,Moreland,-37.7042,144.9214,Northern Metropolitan,8870.0
3,Glenroy,21A Cosmos St,h,577000.0,S,Barry,18/03/2017,13.0,3046.0,3.0,1.0,2.0,706.0,,,Moreland,-37.7053,144.9372,Northern Metropolitan,8870.0
2,Glenroy,14/854 Pascoe Vale Rd,u,230000.0,PI,Raine,18/03/2017,13.0,3046.0,2.0,1.0,1.0,1996.0,,,Moreland,-37.702,144.9154,Northern Metropolitan,8870.0
